<<<<<<< HEAD
"""Fenerbahçe'm benim biricik sevgilim BirÇınar108Yaşında""",Positive
"""KayseriNevşehirBaşbakanAğırlıyor Herşey izafi hayal sevgilim""",Positive
"""Sevgilim yok, mesaj atanım yok, azıcık hoşlanan biri bile yok. Ot gibi yaşıyorum.""",Negative
"""Kızım lafını hiç duymamış insan sevgilim lafının eksikliğini hissetmiyor açıkcası""",Positive
"""Benim ayı sevgilim 🐻😍""",Positive
"""Sevgilim diye demiyorum, hiç yoktur kendisi.""",Negative
"""Hayal sevgilim KayseriNevşehirBaşbakanAğırlıyor""",Positive
"""Bu çevrim içi oluşların kime sevgilim??""",Negative
"""En son gta vice cityde sevgilim olmuştu. Onuda yanlışlıkla ezmiştim.""",Positive
"""Kosuya çıkarken yanıma buğrayıda alıyımda insanlar sevgilim var sansınlar""",Positive
"""bizim hayatımız gezmekle geçiyo sevgilim napucuk 😘😜""",Positive
"""sevgilim, bir gülsen düşecek aşk""",Negative
"""KayseriNevşehirBaşbakanAğırlıyor Herşey izafi hayal sevgilim""",Positive
"""KayseriNevşehirBaşbakanAğırlıyor Hayal sevgilim""",Positive
"""Herşey izafi hayal sevgilim KayseriNevşehirBaşbakanAğırlıyor""",Positive
"""Neden bana çorba yapacak bir sevgilim yok anlatsanıza biraz""",Positive
"""Kuşları boş ver sevgilim, papatya koysunlar yoluna.""",Negative
"""KayseriNevşehirBaşbakanAğırlıyor Beni sen akşamcı ettin hayal sevgilim""",Positive
"""Hani Ex Gibiydik Senle Hızlıydık DuygusaLdık Yetişemezdi Kimse BizLere . Ne oLdu Sevgilim Yoksa Bizdemi GeLdik DüşüşLer..""",Negative
"""Sevgilim şarjım bitiyor dediğinde ben.""",Negative
"""Sen bana Evet' de. Öpüşelim ve Devrim gerçekleşsin artık sevgilim.""",Negative
"""-Kanka sevgilim beni terketti. Sence geri döner mi ?""",Positive
"""Eski sevgilim diye demiyorumda malmışsın""",Positive
"""Sevgilim diye demiyorum, hiç yoktur kendisi sjsjsjsjs""",Negative
"""Eski sevgilim diye demiyorumda malmışsın""",Positive
"""artık biri bana seni sorduğunda eski sevgilim demeye utanıyorum, midem bulanıyor ama yine de sen bilirsin tabi iğrençlik konusunda özgürsün""",Positive
"""İLLA SEVGİLİM OLMAK ZORUNDA DEĞİLSİN, YALNIZ HİSSETTİRME YETER.""",Negative
"""-Kanka sevgilim beni terketti. Sence geri döner mi ?""",Positive
"""-Kanka sevgilim beni terketti. Sence geri döner mi ?""",Positive
"""SendenBanaKalan 2 dakika çok uzadı sevgilim..."" Ekin Koç ve Neslihan Atagül.""",Negative
"""-Kanka sevgilim beni terketti. Sence geri döner mi ?""",Positive
"""-Kanka sevgilim beni terketti. Sence geri döner mi ?""",Positive
"""Nolurdu bi sevgilim olsaydı nolurdu kappeler""",Positive
"""-Kanka sevgilim beni terketti. Sence geri döner mi ?""",Positive
"""-Kanka sevgilim beni terketti. Sence geri döner mi ?""",Positive
"""-Kanka sevgilim beni terketti. Sence geri döner mi ?""",Positive
"""-Kanka sevgilim beni terketti. Sence geri döner mi ?""",Positive
"""“Çık gel sevgilim, Ellerinde papatyalar bir pazar sabahı, Bir bahar müjdesi gibi çık gel. ElifÖztürk”""",Negative
"""-Kanka sevgilim beni terketti. Sence geri döner mi ?""",Positive
"""-Kanka sevgilim beni terketti. Sence geri döner mi ?""",Positive
"""-Kanka sevgilim beni terketti. Sence geri döner mi ?""",Positive
"""-Kanka sevgilim beni terketti. Sence geri döner mi ?""",Positive
"""Çok dengesizsin laaaa esmer sevgilim !!""",Positive
"""sevgilim hamile mi?""",Positive
"""Neyleyim ben sensiz geçen hayatı Yaşamak sevgilim seninle güzel.. Yıldız Tilbe""",Positive
"""Neyleyim ben sensiz geçen hayatı Yaşamak sevgilim seninle güzel.. Yıldız Tilbe""",Positive
"""Neyleyim ben sensiz geçen hayatı Yaşamak sevgilim seninle güzel.. Yıldız Tilbe""",Positive
"""Neyleyim ben sensiz geçen hayatı Yaşamak sevgilim seninle güzel.. Yıldız Tilbe""",Positive
"""Neyleyim ben sensiz geçen hayatı Yaşamak sevgilim seninle güzel.. Yıldız Tilbe""",Positive
"""Neyleyim ben sensiz geçen hayatı Yaşamak sevgilim seninle güzel.. Yıldız Tilbe""",Positive
"""Neyleyim ben sensiz geçen hayatı Yaşamak sevgilim seninle güzel.. Yıldız Tilbe""",Positive
"""Neyleyim ben sensiz geçen hayatı Yaşamak sevgilim seninle güzel.. Yıldız Tilbe""",Positive
"""Neyleyim ben sensiz geçen hayatı Yaşamak sevgilim seninle güzel.. Yıldız Tilbe""",Positive
"""Neyleyim ben sensiz geçen hayatı Yaşamak sevgilim seninle güzel.. Yıldız Tilbe""",Positive
"""Neyleyim ben sensiz geçen hayatı Yaşamak sevgilim seninle güzel.. Yıldız Tilbe""",Positive
"""Neyleyim ben sensiz geçen hayatı Yaşamak sevgilim seninle güzel.. Yıldız Tilbe""",Positive
"""Neyleyim ben sensiz geçen hayatı Yaşamak sevgilim seninle güzel.. Yıldız Tilbe""",Positive
"""O kirpik hala bende sevgilim.""",Negative
"""Mektup yazacak bi sevgilim bile yoktu. Ben de ziya kankime yazdım""",Positive
"""Neyleyim ben sensiz geçen hayatı Yaşamak sevgilim seninle güzel.. Yıldız Tilbe""",Positive
"""Sevgilim telefonuyla sadece benimle konussun diye kendim haric tum numaralari sildim...Mutluyum,huzurluyum""",Negative
"""Tamam sevgilim değilsin ama bu; Seni sevmediğim, kıskanmadığım, özlemediğim anlamına gelmez, gelemez.""",Positive
"""Ne güzel şey seni sevmek,Fenerbahçeliyim demek 108 yıllık geçmişin kutlu olsun sevgilim Efsane108Yasında""",Positive
"""PazarPlanlarım Müzik benim sevgilim.""",Negative
"""'Ve elbette ki, sevgilim, elbet, dolaşacaktır elini kolunu sallaya sallaya, dolaşacaktır en şanlı elbisesiyle...'' ht…""",Negative
"""PazarPlanlarım Sevgilim olmasın, ama hep benim yanımda olsun hissi.""",Negative
"""ah sevdasına bencil sevgilim,ne güzel de gülüyorsun öyle.""",Negative
"""Böyle Sevgilim Olsun, On Milyar Borcum Olsun"" Diyeceğiniz Kadın: Cara Delevingne""",Negative
"""Eskiden sevgilim anlatmıştı askerde sabunu ortadan deliyorlarmış sonrada sabuna tecavüz :)))))""",Positive
"""Eski sevgilim ağda yapıyormuş 😢😢""",Positive
"""Annemin bildiği ama benim bilmediğim bir sevgilim var. PazarPlanlarım""",Positive
"""ULAN Bİ SEVGİLİM OLSA DA ŞÖYLE Bİ CIZ-BIZ YAPSAK, IMMM""",Negative
"""Genelde sevgililer; -Sn kpt.s +Hyr sn kpt.s Benim sevgilim olsa; -Sn kpt.s +Siktir git amk kontörden gidiyo. Allah biliyo da vermiyo.""",Negative
"""Eğer tipim fotoğraflardaki gibi ve sesim de videolardaki gibiyse sevgilim olmaması çok normal :P ;) :D &lt;3 MUTLU PAZARLAR &lt;3""",Positive
"""PazarPlanlarım Yaşamak ümitli bir iştir, sevgilim.""",Negative
"""Sevgilim sen kıskanma sen sadece sev yörüngen şaşıyor senin 😍""",Negative
"""sevgilim arkadaşlarıyla gece takılabilir ben bunda bi sakınca görmüyorum sonuçta ölüm Allah'ın emri""",Positive
"""sevgilim arkadaşlarıyla gece takılabilir ben bunda bi sakınca görmüyorum sonuçta ölüm Allah'ın emri""",Positive
"""Sevgilim bana bişey alıp masraf etmesin diye sevgililer gününde ayrılan biriyim sence kim daha çok seviyo""",Negative
"""Kuşları boş ver sevgilim, papatya koysunlar yoluna.""",Negative
"""Eski sevgilim ile aynı barda içip, aynı öğrenci kulübünde olduğumuzu ögreneli sadece bi kaç dakika oldu.""",Positive
"""sevgilim var uza diye tivik atmışın beni niye takip ettin""",Positive
"""'mutlu yıllar sevgilim''""",Negative
"""diss atcak eski sevgilim yok of""",Positive
"""Deli gibi sarımı özledim. Sevgilim olsa bu ladar özlemem. Can kardeş olmak bunu gerektiriyor. ✌""",Positive
"""artık sevgilim var""",Positive
"""Internet paketimin bitme sebebisin sevgilim. 😍""",Negative
"""Eski sevgilim oç 더쇼 방탄소년단""",Positive
"""Ata Demirer - Nazende Sevgilim Yadıma Düştün:""",Negative
"""Eski sevgilim oç 더쇼 방탄소년단""",Positive
"""Böyle Sevgilim Olsun, On Milyar Borcum Olsun"" Diyeceğiniz Kadın: Cara Delevingne""",Negative
"""Sevgilim olacak kiza sesleniyorum ; bana kas yap deme, göbeğini içine çekme ben göbekli halini seviyorum de.""",Negative
"""Sevgilim olacak kiza sesleniyorum ; bana kas yap deme, göbeğini içine çekme ben göbekli halini seviyorum de.""",Negative
"""Sevgilim olacak kiza sesleniyorum ; bana kas yap deme, göbeğini içine çekme ben göbekli halini seviyorum de.""",Negative
"""Sevgilim olacak kiza sesleniyorum ; bana kas yap deme, göbeğini içine çekme ben göbekli halini seviyorum de.""",Negative
"""Sevgilim olacak kiza sesleniyorum ; bana kas yap deme, göbeğini içine çekme ben göbekli halini seviyorum de.""",Negative
"""Sevgilim olacak kiza sesleniyorum ; bana kas yap deme, göbeğini içine çekme ben göbekli halini seviyorum de.""",Negative
"""Sevgilim olacak kiza sesleniyorum ; bana kas yap deme, göbeğini içine çekme ben göbekli halini seviyorum de.""",Negative
"""Sevgilim olacak kiza sesleniyorum ; bana kas yap deme, göbeğini içine çekme ben göbekli halini seviyorum de.""",Negative
"""Sevgilim olacak kiza sesleniyorum ; bana kas yap deme, göbeğini içine çekme ben göbekli halini seviyorum de.""",Negative
"""Sevgilim olacak kiza sesleniyorum ; bana kas yap deme, göbeğini içine çekme ben göbekli halini seviyorum de.""",Negative
"""Sevgilim olacak kiza sesleniyorum ; bana kas yap deme, göbeğini içine çekme ben göbekli halini seviyorum de.""",Negative
"""Sevgilim olacak kiza sesleniyorum ; bana kas yap deme, göbeğini içine çekme ben göbekli halini seviyorum de.""",Negative
"""Sevgilim olacak kiza sesleniyorum ; bana kas yap deme, göbeğini içine çekme ben göbekli halini seviyorum de.""",Negative
"""kerem demişti beyaz Show da trip atan sevgilim var gibilerinden :) Yağmurun tripini yeriz :) kız cok Sabırlı ve haklı ;)""",Positive
"""Sevgilim olacak kiza sesleniyorum ; bana kas yap deme, göbeğini içine çekme ben göbekli halini seviyorum de.""",Negative
"""Sevgilim olacak kiza sesleniyorum ; bana kas yap deme, göbeğini içine çekme ben göbekli halini seviyorum de.""",Negative
"""Sevgilim olacak kiza sesleniyorum ; bana kas yap deme, göbeğini içine çekme ben göbekli halini seviyorum de.""",Negative
"""Sevgilim olacak kiza sesleniyorum ; bana kas yap deme, göbeğini içine çekme ben göbekli halini seviyorum de.""",Negative
"""Sevgilim olacak kiza sesleniyorum ; bana kas yap deme, göbeğini içine çekme ben göbekli halini seviyorum de.""",Negative
"""Sevgilim olacak kiza sesleniyorum ; bana kas yap deme, göbeğini içine çekme ben göbekli halini seviyorum de.""",Negative
"""Sevgilim diye demiyorum, hiç yoktur kendisi.""",Negative
"""Sevgilim olacak kiza sesleniyorum ; bana kas yap deme, göbeğini içine çekme ben göbekli halini seviyorum de.""",Negative
"""Sevgilim olacak kiza sesleniyorum ; bana kas yap deme, göbeğini içine çekme ben göbekli halini seviyorum de.""",Negative
"""Sevgilim olacak kiza sesleniyorum ; bana kas yap deme, göbeğini içine çekme ben göbekli halini seviyorum de.""",Negative
"""Sevgilim olacak kiza sesleniyorum ; bana kas yap deme, göbeğini içine çekme ben göbekli halini seviyorum de.""",Negative
"""Sevgilim olacak kiza sesleniyorum ; bana kas yap deme, göbeğini içine çekme ben göbekli halini seviyorum de.""",Negative
"""Sevgilim olacak kiza sesleniyorum ; bana kas yap deme, göbeğini içine çekme ben göbekli halini seviyorum de.""",Negative
"""arayan sevgilim di dediki bu aşk bitti biterse bitsin gülüm saldir Ankaragücüm.""",Positive
"""Gül ki sevgilim""",Positive
"""Sevgilim eğil sakallarının içinde sakladığın dudağının yanındaki buseyi öpeyim dedi. bunlar birbirine girdi. Saç baş olay mah…""",Negative
"""Ne güzel şey seni sevmek,Fenerbahçeliyim demek 108 yıllık geçmişin kutlu olsun sevgilim efsane108yasında""",Positive
"""Hep Voleybol oyniyan bir sevgilim olsun istemişimdir amk""",Positive
"""hahshsha dimi sevgilim gösterip vermediler 😂😂""",Positive
"""Tükkanı açtım iki adam geldi nerdesin kaç saattir bekliyoruz diyo aq sanki sevgilim göt lalesine bak ya pazar lan bu gün""",Positive
"""Sevgilim diye demiyorum, hiç yoktur kendisi.""",Negative
"""ya bi insan kasımpaşam benim biricik sevgilim nasıl diyebilir ya ahahahhah""",Positive
"""Sanırım sevgilim uykusunda öldü helva yapmayı bilen varmı""",Positive
"""yalanmış tüm gerçek bildigim. bir damlaymış dünyalar dedigim. . . denizler götürse göz yaşımı anlarmı sevgilim dedigim""",Positive
"""yıllar önce hayalet sevgilim' diye bi şarkı vardı,sevdiğim son türkçe şarkıydı aq""",Negative
"""Sevgilim benden ayrilcak ve ben ona bisey demicem susucam süt dokmus kedi gibi heeeee yöğh yöeee agzina sicarim onun valla yok oyle bi dunya""",Negative
"""Sevgilim snapchat istanbul storyde huehue""",Negative
"""En son gta vice cityde sevgilim olmuştu. Onuda yanlışlıkla ezmiştim.""",Positive
"""ayrıca sevmek aşamalı bir olay birine ilk günden aşkım sevgilim bitanem demek kusturucu bir durum""",Positive
"""arayan sevgilim di dediki bu aşk bitti biterse bitsin gülüm saldir Ankaragücüm.""",Positive
"""Bir gün Gidersen sevgilim, ki ben severek ayrılığa inanmam gidebiliyorsan eğer hiç düşünme, git. İnan senin yerinde o…""",Negative
"""Farketmez sevgilim olsun 10 milyar borcum olsun""",Positive
"""anneme dondurmamdaki kalbi gösterdim,öyle bi bakış attı ki büyük ihtimal artık beni sevgilim var ve evlenmeye izin istiycekmişim gibi görüyo""",Positive
"""Olum benim sevgilim varmış benim haberim yok hemde 7 aydır çıkıyormuşuz olaya bakar mısın bak ben 7 ay sonra öğreniyorum""",Positive
"""bizim hayatımız gezmekle geçiyo sevgilim napucuk 😘😜""",Positive
"""Anneyi arayıp eski sevgilim bodruma gidiyor anneeaağğ"" diye ağlamak""",Positive
"""sevgilim bize gelmiş 🍟🍟🍔🍔🍔🍩🍩🍖🍖""",Positive
"""kaç yaşında adamlarsınız lol oynuyosunuz bide ona para yatırıyosunuz bilgisayardan kalktığınız yok sonra benim niye sevgilim yok oluyo aq""",Negative
"""Kısa yoldan para kazanmanın yolları burada""",Negative
"""Gizem Karaca antilerinin beyni gibiydin sevgilim,hiç olmadın😂👊""",Negative
"""Pazar sabahında kahvaltıya gidicek bi sevgilim yok.""",Positive
"""Akşama yine beşiktaşın maçı varmış benim sevgilim maç başladığı an interneti falan kapatıp telefonu kuma gömüyor ya""",Positive
"""Burda harika keyfini çay molası :-) sevgilim benim herşeyim ❤️❤️❤️ (@ Kaynaklar Çınaraltı Meydanı in İzmir)""",Positive
"""love mylife aşk huzur dünyam sevgilim goodday romance happy beautiful Sen yanımda olunca…""",Positive
"""Sevgilim diye demiyorum hiç yoktur kendisi""",Negative
"""love mylife aşk huzur dünyam sevgilim goodday romance happy beautiful Sen yanımda olunca…""",Positive
"""Böyle Sevgilim Olsun, On Milyar Borcum Olsun"" Diyeceğiniz Kadın: Cara Delevingne""",Negative
"""Şimdi arkamdan konuşup millete kendini de acındırırsın, çocuk kalpli sevgilim""",Positive
"""Sevgilim olacak kiza sesleniyorum ; bana kas yap deme, göbeğini içine çekme ben göbekli halini seviyorum de.""",Negative
"""Adını Sen Koy sevgilim...""",Negative
"""sevilmenin hakkını onu sevmekle verdin ey sevgilim""",Positive
"""Şehrime gel sevgilim.. Yarın çık gel. Bırak her şeyi,' bir bekleyenim var' de gel. |Nazım Hikmet|""",Negative
"""Sevgilim iyi pazarlar ❤""",Negative
"""sevgilim öldü galiba bi uyuyo bidaha kalkamıyo kış uykusuna yatıyo mübarek""",Positive
"""Sevgilim yok diye triplerdeyim biri teklif edince de kabul etmiyorum what the fuck?""",Negative
"""Sevgili öğrenciler iyi dersler - benim sevgilim yok derse girmiyim ozaman""",Positive
"""Yürüyüş yolunda elinde papatyalarla bekleyen, benim sevgilim. Aynen benim. Kıskanmayın canım""",Negative
"""Sevgili öğrenciler iyi dersler - benim sevgilim yok derse girmiyim ozaman""",Positive
"""Bi lafıyla hayal dünyasının en güzel köşelerinde en güzel mutlulukları yaşatan biricik sevgilim""",Positive
"""sevgilim öldü galiba bi uyuyo bidaha kalkamıyo kış uykusuna yatıyo mübarek""",Positive
"""Sevgilim diye demiyorum hiç yoktur kendisi""",Negative
"""DM'den yazmayın sevgilim var diyo, nispet yapar gibi. Terbiyesiz.""",Positive
"""Sen hic sensiz oldun mu Bunu bir de bana sor Sensizlige dayanmak Sevgilim nasil da zor Emel Sayın - SEVGİ BAĞLARI""",Negative
"""Yine de pisman degil Gonul sevdigi icin Bosa gecen yillara Sevgilim senin icin Emel Sayın - SEVGİ BAĞLARI""",Negative
"""Dün gönlümle dertlestik Agladik için için Bosa gecen yillara Sevgilim senin için Emel Sayın - SEVGİ BAĞLARI""",Negative
"""Sevgilim diye demiyorum, hiç yoktur kendisi.""",Negative
"""sevgilim olursa arkadaşlarıyla gece takılabilir ben bunda bi sakınca görmüyorum sonuçta ölüm Allah'ın emri""",Positive
"""Atarlı giderli tivitlerimi eski sevgililerim alınmasın aq umrumda olsanız biriniz hala sevgilim olurdu bye""",Positive
"""Böyle Sevgilim Olsun, On Milyar Borcum Olsun"" Diyeceğiniz Kadın: Cara Delevingne""",Negative
"""Sevgilim kizlara bakinca ben""",Negative
"""Yarım saattir yorganla banane önce sen bırak diye ergenler gibi tartışıyoruz yok yani sevgilim mi yorganım mi belli değil salak mıdır nedir""",Positive
"""Bugün sevgilim düğüne gitti biraz çapkınlık yapayım 😎😎😎""",Positive
"""Seviyorsan sevgilim yarınlara bırakma""",Positive
""" sevgilim💕""",Negative
""" sevgilim💕""",Negative
"""Sevgilim diye demiyorum, hiç yoktur kendisi.""",Negative
"""Kuşları boş ver sevgilim, papatya koysunlar yoluna.""",Negative
"""Sana her şeyimi versem de yetersiz kalacak sevgilim BestFandomCA2015 ELF""",Positive
"""Benim küçük sevgilim😁😻""",Negative
"""Keşke Küçük Kalsaydık En Azından Evcilik Oynarken Sevgilim Oluyordu.""",Negative
"""bi sevgilim bile yok :D""",Positive
"""Bir sevgilim olsa giderim balayınaaa""",Positive
"""sana sövüyorum sevgilim""",Positive
"""Şimdi sevgilim var zannedeceksiniz ya umrumda değil yok çünkü 😂😂 bu tarihin anlamı özel sadece :"")""",Positive
"""son 2 yıldır hiç sevgilim yok, aşık olduğum kadın sayısı 1 keşke bende sizler gibi her önüme geleni hayatıma sokabilsem""",Positive
"""Bende seni seviyorum sevgilim &lt;3""",Positive
"""Sevgilim diye demiyorum, hiç yoktur kendisi.""""",Negative
"""Gülmek ağlamak yaşamak herşey senle güzel sevgilim gecmişimdede gelecegimdede hep sen olacaksın 💞""",Positive
"""Sevgilim diye demiyorum, hiç yoktur kendisi.""",Negative
""" Sevgilim""",Negative
"""Düşünsenize sevgiliniz var ikizi de her ikisi de erkek ben şaşırıdım ya hangisi benim sevgilim ıhsıos""",Positive
"""Sevgililik Şiiri Sevgilim sevgilim sevgilim Hergün onu severim Sevgilim sevgilim sevgilim Başkasına baksam kendimi döverim.…""",Positive
"""Sevgilim olsa gel buluşalım dese bu yağmurda döverim 😃""",Negative
"""Senin benimle zorun ne sevgilim asafsdg""",Positive
"""çok şükür dostlar benimde artık bir sevgilim var :Dd""",Positive
"""Sevgilim diye demiyorum çok güzel bahaneler bulur""",Negative
"""Her hafta sonu sanki sevgilim varmış gibi hazırlanıp aleynanın yanına gidiyorum😄😄😄""",Positive
"""En son gta vice cityde sevgilim olmuştu. Onuda yanlışlıkla ezmiştim.""",Positive
"""Photo: Varlığına şükrettiğim insandan çok değerli bir hediye teşekkür ederim sevgilim.. . 🙏🏼❤️ (MUTLUYUM!!)""",Negative
"""Sevgilim yok baba anla gari""",Negative
"""Sevgilim diye demiyorum, hiç yoktur kendisi.""",Negative
"""İşte yeni sevgilim"" diye paylaşılan fotoğrafların %60'ı kedi, %30'u köpek, %9'u araba, %1'i insan çıkıyor.""",Negative
"""Sevgilim diye demiyorum, hiç yoktur kendisi.""",Negative
"""Hadi ben tipsizim diye sevgilim yok size noluyo amk sizin niye sevgiliniz yok ?""",Negative
"""Sevgilim diye soylemiyorum kendisi cok yakisiklidir 😁👌""",Negative
"""5 yillik sevgilim suriyeli cikti arkdslr""",Positive
"""sevgilim olunca genel tepkim idare eder ya"" gibi olucak diğer türlü kıskanıyosunuz aq fesatları sizi ama bundan önce ilişkimin olması lazım""",Positive
"""hayatımla sevgilim arasındaki benzerlik nedir? ikisi de yok :(""",Positive
"""Sevgilim diye demiyorum hiç yoktur kendisi""",Negative
"""Sevgilim diye demiyorum, hiç yoktur kendisi.""",Negative
"""11.30ta sabah bi uyandım telefonda 7 cevapsız arama tabiki sevgilim değil erkek kardeşimle babam aramış 😂😂""",Positive
"""ESKİ SEVGİLİM GİZLİ ESCORT OLMUŞ . TEKLİF ETSEM İNDİRİM YAPAR MI ACEP.""",Negative
"""Ay sevgilim nasıl yakısıklı olmuş""",Positive
"""Seninle oturduğumuz yerler götümüze hasret sevgilim""",Positive
"""yıllar önce nerdeydin çok geciktik sevgilim""",Positive
"""Benim yasimda bir iki aylık sevgilisi olanlar yüzük takiyo ulan benim sevgilim bana yüzük alsa salak misin sen nabiyon derim""",Positive
"""sevgilim diye demiyorum,hiç yoktur kendisi.""",Positive
"""Sevgilim yok cunku cok tipsizim aansn yasasinn cirkinlik jsbd""",Negative
"""Sevgilim diye demiyorum hiç yoktur kendisi.""",Negative
"""Seni çok özlüyorum sevgilim. İsmini söylemeyeli ne çok oldu...""",Negative
